Job #,Borough,House #,Street Name,GIS_NTA_NAME
140920145,MANHATTAN,239,CENTRAL PARK WEST,Upper West Side
540177805,STATEN ISLAND,16,LEEDS STREET,Oakwood-Oakwood Beach
140920136,MANHATTAN,69,WEST 38 STREET,Midtown-Midtown South
140920127,MANHATTAN,18,GRAMERCY PARK SOUTH,Gramercy
340741068,BROOKLYN,2264,ATLANTIC AVENUE,Ocean Hill
440604534,QUEENS,12805,145 STREET,Baisley Park
340741086,BROOKLYN,1678,57TH STREET,Borough Park
440604525,QUEENS,75-22,SPRINGFIELD BOULEVARD,Oakland Gardens
340741077,BROOKLYN,88,35TH STREET,Sunset Park West
240277071,BRONX,1754,TOPPING AVENUE,Mount Hope
240277099,BRONX,2530,POPLAR STREET,Van Nest-Morris Park-Westchester Square
440604552,QUEENS,67-63,GROTON STREET,Forest Hills
540177814,STATEN ISLAND,165,SPRING STREET,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
440604561,QUEENS,12805,145 STREET,Baisley Park
104213940,MANHATTAN,139,STANTON STREET,Chinatown
140920181,MANHATTAN,117,WEST 79 STREET,Upper West Side
340741102,BROOKLYN,45,GARNET STREET,Carroll Gardens-Columbia Street-Red Hook
520346019,STATEN ISLAND,81,ANDREWS STREET,Old Town-Dongan Hills-South Beach
440604570,QUEENS,76-37,266 STREET,Glen Oaks-Floral Park-New Hyde Park
140920163,MANHATTAN,695,LEXINGTON AVENUE,Turtle Bay-East Midtown
140920172,MANHATTAN,959,2ND AVE,Turtle Bay-East Midtown
340741095,BROOKLYN,164,79 STREET,Bay Ridge
440604598,QUEENS,6313,OCEAN AVENUE NORTH,Hammels-Arverne-Edgemere
340741166,BROOKLYN,7721,11 AVE,Dyker Heights
140920190,MANHATTAN,799,BROADWAY,West Village
440604589,QUEENS,62-12,ELLWELL CRESCENT,Rego Park
340741175,BROOKLYN,50,BRIGHTON 1ST ROAD,Brighton Beach
540177823,STATEN ISLAND,40,GETZ AVENUE,Great Kills
340741148,BROOKLYN,2118,KIMBALL STREET,Georgetown-Marine Park-Bergen Beach-Mill Basin
140920207,MANHATTAN,102,WEST 75 STREET,Upper West Side
340741139,BROOKLYN,495,4 AVENUE,Park Slope-Gowanus
440604605,QUEENS,339,BEACH 92 STREET,Hammels-Arverne-Edgemere
340741219,BROOKLYN,68,EAST 19TH STREET,Flatbush
340741193,BROOKLYN,5303,"AVENUE L,",Flatlands
240277106,BRONX,939,WOODYCREST AVENUE,Highbridge
321588055,BROOKLYN,831,HART STREET,Bushwick North
440604703,QUEENS,230-19,ROCKAWAY BOULEVARD,Rosedale
240277115,BRONX,2952,3RD AVE,Melrose South-Mott Haven North
321592246,BROOKLYN,627,FRANKLIN AVENUE,Crown Heights North
440604650,QUEENS,94-55,44TH AVENUE,Elmhurst
440604678,QUEENS,53-36,193 STREET,Auburndale
440604669,QUEENS,20411,109 AVENUE,Hollis
140920216,MANHATTAN,2081,ADAM CLAYTON POWELL JR. BLVD,Central Harlem South
440604641,QUEENS,260-61,UNION TURNPIKE,Glen Oaks-Floral Park-New Hyde Park
440604696,QUEENS,108-40,HORACE HARDING EXPRESSWAY,
540177832,STATEN ISLAND,372,ST. MARKS PLACE,West New Brighton-New Brighton-St. George
340741228,BROOKLYN,686,PARK PLACE,Crown Heights North
123852955,MANHATTAN,370,EAST 76 STREET,Lenox Hill-Roosevelt Island
123920837,MANHATTAN,601,WEST 29TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
340741246,BROOKLYN,1540,VAN SICLEN AVE,Starrett City
340741237,BROOKLYN,14,CASS PLACE,Brighton Beach
123725727,MANHATTAN,100,WASHINGTON STREET,Battery Park City-Lower Manhattan
440604712,QUEENS,230-19,ROCKAWAY BOULEVARD,Rosedale
440604721,QUEENS,6501,OCEAN AVENUE NORTH,Hammels-Arverne-Edgemere
340741282,BROOKLYN,2,METROTECH CENTER,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
240277133,BRONX,2958,MARION AVENUE,Bedford Park-Fordham North
440604749,QUEENS,230-79,ROCKAWAY BOULEVARD,Rosedale
340741255,BROOKLYN,10,PLAZA STREET,Park Slope-Gowanus
140920261,MANHATTAN,11,WEST 10 STREET,West Village
440604785,QUEENS,331,BEACH 31 STREET,Hammels-Arverne-Edgemere
440604829,QUEENS,230-39,ROCKAWAY BOULEVARD,Rosedale
140920289,MANHATTAN,192,MERCER STREET,West Village
440604801,QUEENS,6501,OCEAN AVENUE NORTH,Hammels-Arverne-Edgemere
440604767,QUEENS,25-28,30 DRIVE,Old Astoria
140920270,MANHATTAN,450,WEST END AVE,Upper West Side
240277142,BRONX,1614,FOWLER AVENUE,Van Nest-Morris Park-Westchester Square
240277151,BRONX,2952,3RD AVE,Melrose South-Mott Haven North
440604838,QUEENS,7722,76 STREET,Glendale
440604856,QUEENS,6434,MARATHON PARKWAY,Douglas Manor-Douglaston-Little Neck
440604847,QUEENS,35-27,89 STREET,Jackson Heights
140920298,MANHATTAN,1,PENN PLAZA,Midtown-Midtown South
140920305,MANHATTAN,599,LEXINGTON AVENUE,Turtle Bay-East Midtown
440604927,QUEENS,14942,124 STREET,South Ozone Park
440604918,QUEENS,82-22,SOUTH CONDUIT AVENUE,Lindenwood-Howard Beach
140920323,MANHATTAN,500,WEST 33RD STREET,Hudson Yards-Chelsea-Flatiron-Union Square
240277179,BRONX,2952,3RD AVE,Melrose South-Mott Haven North
440604874,QUEENS,230-59,ROCKAWAY BOULEVARD,Rosedale
322053317,BROOKLYN,273,NEWPORT STREET,Brownsville
322053317,BROOKLYN,273,NEWPORT STREET,Brownsville
440604936,QUEENS,333,BEACH 32 STREET,Hammels-Arverne-Edgemere
340741362,BROOKLYN,2246,CLARENDON ROAD,Erasmus
140920350,MANHATTAN,224,12TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
340741353,BROOKLYN,237,11 STREET,Park Slope-Gowanus
140920378,MANHATTAN,118,EAST 60TH STREET,Upper East Side-Carnegie Hill
340741380,BROOKLYN,523,ELDERT LANE,Cypress Hills-City Line
340741406,BROOKLYN,870,OCEAN PARKWAY,Flatbush
140920396,MANHATTAN,1,PENN PLAZA,Midtown-Midtown South
340741399,BROOKLYN,523,ELDERT LANE,Cypress Hills-City Line
440604963,QUEENS,149-36,HURON ST,Ozone Park
440604945,QUEENS,211-60,HILLSIDE AVENUE,Queens Village
140920387,MANHATTAN,1,PENN PLAZA,Midtown-Midtown South
440604972,QUEENS,13-70,SUNNYSIDE AVENUE,Far Rockaway-Bayswater
140920421,MANHATTAN,139,WEST 10 STREET,West Village
140920430,MANHATTAN,236,EAST 47TH STREET,Turtle Bay-East Midtown
340741424,BROOKLYN,255,HAVEMEYER STREET,North Side-South Side
240277188,BRONX,2228,BRUCKNER BLVD,Westchester-Unionport
421764200,QUEENS,64-56,KISSENA BLVD,Kew Gardens Hills
340741433,BROOKLYN,98,JAVA STREET,Greenpoint
440604981,QUEENS,111-65,180 STREET,St. Albans
340741442,BROOKLYN,7624,10 AVENUE,Dyker Heights
140920458,MANHATTAN,31,BOND ST,West Village
440605016,QUEENS,94-55,44TH AVENUE,Elmhurst
140920467,MANHATTAN,401,EAST 120 STREET,East Harlem North
440604990,QUEENS,8406,150TH STREET,Briarwood-Jamaica Hills
240277197,BRONX,2236,LACOMBE AVE,Soundview-Castle Hill-Clason Point-Harding Park
421764255,QUEENS,105-03,148TH STREET,Jamaica
440605007,QUEENS,150-33,121 AVENUE,Baisley Park
302205940,BROOKLYN,902,QUENTIN ROAD,Homecrest
401622473,QUEENS,49-19,168 STREET,East Flushing
402275266,QUEENS,50-30,98 STREET,Corona
340741460,BROOKLYN,603,JEFFERSON AVENUE,Stuyvesant Heights
140920494,MANHATTAN,75,BROADWAY,Battery Park City-Lower Manhattan
140920476,MANHATTAN,200,EAST 81ST STREET,Yorkville
440605025,QUEENS,131-22,AVERY AVENUE,Flushing
340741479,BROOKLYN,80,58TH STREET,Sunset Park West
402642574,QUEENS,60-74,59 AVENUE,Maspeth
210049348,BRONX,2410,WHITE PLAINS RD,Bronxdale
420115789,QUEENS,84-50,AUSTIN STREET,Kew Gardens
120310742,MANHATTAN,1165,BROADWAY,Hudson Yards-Chelsea-Flatiron-Union Square
420212978,QUEENS,48-10,58 LANE,Woodside
500812052,STATEN ISLAND,15,WHITE PLAINS AVENUE,Stapleton-Rosebank
420070997,QUEENS,150-45,19 AVENUE,Whitestone
420066154,QUEENS,150-45,19 AVENUE,Whitestone
500780737,STATEN ISLAND,24,STARBUCK STREET,Grymes Hill-Clifton-Fox Hills
220075219,BRONX,805,E 139 ST,Mott Haven-Port Morris
120526225,MANHATTAN,139,ORCHARD STREET,Chinatown
420212978,QUEENS,48-10,58 LANE,Woodside
320326027,BROOKLYN,4615,8TH AVENUE,Sunset Park East
420552654,QUEENS,58-51,MASPETH AVE,Maspeth
420618406,QUEENS,29-19,NEWTOWN AVENUE,Old Astoria
420365982,QUEENS,5015,231 STREET,Oakland Gardens
121396809,MANHATTAN,480,CENTRAL PARK WEST,Morningside Heights
120599085,MANHATTAN,5,EAST 22ND STREET,Hudson Yards-Chelsea-Flatiron-Union Square
420783281,QUEENS,704,JARVIS AVENUE,Far Rockaway-Bayswater
420783227,QUEENS,706,JARVIS AVENUE,Far Rockaway-Bayswater
201029314,BRONX,500,EAST FORDHAM ROAD,Belmont
121577515,MANHATTAN,6,EAST 39 STREET,Murray Hill-Kips Bay
420839169,QUEENS,29-15,NEWTOWN AVE,Old Astoria
421520134,QUEENS,17-10,WHITESTONE EXPRESSWAY,Whitestone
440103291,QUEENS,8615,BROADWAY,Elmhurst
420896775,QUEENS,132-22,41 ROAD,Flushing
121798091,MANHATTAN,140,EAST 95 STREET,Upper East Side-Carnegie Hill
520168648,STATEN ISLAND,1192,CASTLETON AVENUE,West New Brighton-New Brighton-St. George
220240709,BRONX,49,ISLAND POINT,Pelham Bay-Country Club-City Island
320591178,BROOKLYN,11,CONSELYEA STREET,East Williamsburg
201191192,BRONX,2424,JEROME AVENUE,Fordham South
121868782,MANHATTAN,82,GREENE STREET,SoHo-TriBeCa-Civic Center-Little Italy
402894640,QUEENS,54-25,SKILLMAN AVENUE,Woodside
140235813,MANHATTAN,400,EAST 78 STREET,Lenox Hill-Roosevelt Island
420940931,QUEENS,12,GRAHAM PLACE,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
220404122,BRONX,21,ISLAND POINT,Pelham Bay-Country Club-City Island
121861137,MANHATTAN,300,WEST 122ND STREET,Central Harlem South
421031010,QUEENS,221-25,56TH AVENUE,Oakland Gardens
421031010,QUEENS,221-25,56TH AVENUE,Oakland Gardens
420983350,QUEENS,30-29,MURRAY STREET,Murray Hill
421042650,QUEENS,110-48,68 AVENUE,Forest Hills
320621993,BROOKLYN,4001,NEW UTRECHT AVENUE,Sunset Park East
220405121,BRONX,335,E 188TH STREET,Bedford Park-Fordham North
320621993,BROOKLYN,4001,NEW UTRECHT AVENUE,Sunset Park East
320621993,BROOKLYN,4001,NEW UTRECHT AVENUE,Sunset Park East
121191986,MANHATTAN,1227,BROADWAY,Midtown-Midtown South
140300332,MANHATTAN,12,W 72 STREET,Lincoln Square
320621993,BROOKLYN,4001,NEW UTRECHT AVENUE,Sunset Park East
402896960,QUEENS,54-05,SKILLMAN AVENUE,Woodside
103647706,MANHATTAN,40,IRVING PLACE,Gramercy
321042590,BROOKLYN,569,MARCY AVENUE,Bedford
402897139,QUEENS,45-30,36TH STREET,Hunters Point-Sunnyside-West Maspeth
320621993,BROOKLYN,4001,NEW UTRECHT AVENUE,Sunset Park East
220451400,BRONX,2070,ARTHUR AVE,East Tremont
440216240,QUEENS,116-11,157 STREET,Baisley Park
440216259,QUEENS,116-31,157 STREET,Baisley Park
122385828,MANHATTAN,30,KENMARE STREET,SoHo-TriBeCa-Civic Center-Little Italy
440216277,QUEENS,116-51,157 STREET,Baisley Park
320621993,BROOKLYN,4001,NEW UTRECHT AVENUE,Sunset Park East
402898174,QUEENS,126-10,BEDELL STREET,Springfield Gardens North
240104917,BRONX,2161,SOUTHERN BOULEVARD,East Tremont
140369722,MANHATTAN,161,W 16 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
421186638,QUEENS,46-02,70 STREET,Elmhurst-Maspeth
420654508,QUEENS,147-40,ARCHER AVENUE,Jamaica
340272350,BROOKLYN,255,MC KIBBIN STREET,Bushwick South
122475963,MANHATTAN,659,WEST 179 STREET,Washington Heights South
121189775,MANHATTAN,370,WEST END AVENUE,Upper West Side
321210202,BROOKLYN,93,LINDEN ST,Bushwick South
220151948,BRONX,101,LINCOLN AVENUE,Mott Haven-Port Morris
340301827,BROOKLYN,243,FOURTH AVENUE,Park Slope-Gowanus
122537184,MANHATTAN,11,WALL STREET,Battery Park City-Lower Manhattan
321276542,BROOKLYN,1225,42ND STREET,Borough Park
321249966,BROOKLYN,2441,DEAN STREET,Ocean Hill
240124735,BRONX,101,LINCOLN AVENUE,Mott Haven-Port Morris
321179274,BROOKLYN,163,COLUMBIA STREET,Carroll Gardens-Columbia Street-Red Hook
321295200,BROOKLYN,1299,PUTNAM AVENUE,Bushwick South
240129589,BRONX,2498,BATHGATE AVE,Belmont
421254216,QUEENS,13,ESSEX WALK,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
420947015,QUEENS,41-97,PARSONS BLVD,East Flushing
420656052,QUEENS,6817,BAYFIELD AVENUE,Hammels-Arverne-Edgemere
421098065,QUEENS,145-01,119TH AVENUE,Baisley Park
420656873,QUEENS,28-07,JACKSON AVENUE,Hunters Point-Sunnyside-West Maspeth
321361352,BROOKLYN,1433,LINCOLN PLACE,Crown Heights North
121190549,MANHATTAN,142,WEST 19 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
220536686,BRONX,2377,EAST TREMONT AVENUE,Van Nest-Morris Park-Westchester Square
321380910,BROOKLYN,4310,10 AVENUE,Sunset Park East
421098500,QUEENS,54-05,SKILLMAN AVENUE,Woodside
240147836,BRONX,988,EAST 180TH STREET,East Tremont
421355651,QUEENS,22,ROOSEVELT WALK,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
440331482,QUEENS,306,BEACH 56 STREET,Hammels-Arverne-Edgemere
440331516,QUEENS,334,BEACH 56 STREET,Hammels-Arverne-Edgemere
440331570,QUEENS,331,BEACH 54 STREET,Hammels-Arverne-Edgemere
140530977,MANHATTAN,81,IRVING PLACE,Gramercy
140531538,MANHATTAN,55,WEST 11 ST,West Village
421354607,QUEENS,114-108,228 ST,Cambria Heights
421370910,QUEENS,43-13,163 STREET,East Flushing
340420887,BROOKLYN,2133,EAST 4TH STREET,Homecrest
121190549,MANHATTAN,142,WEST 19 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
121190549,MANHATTAN,142,WEST 19 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
220152420,BRONX,1880,BATHGATE AVENUE,Claremont-Bathgate
121190549,MANHATTAN,142,WEST 19 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
121190549,MANHATTAN,142,WEST 19 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
121191138,MANHATTAN,821,1ST AVENUE,Turtle Bay-East Midtown
121191138,MANHATTAN,821,1ST AVENUE,Turtle Bay-East Midtown
121191138,MANHATTAN,821,1ST AVENUE,Turtle Bay-East Midtown
121191138,MANHATTAN,821,1ST AVENUE,Turtle Bay-East Midtown
121191138,MANHATTAN,821,1ST AVENUE,Turtle Bay-East Midtown
140582233,MANHATTAN,180,BROOME STREET,Lower East Side
201197203,BRONX,333,EAST 151 STREET,Melrose South-Mott Haven North
321511565,BROOKLYN,55,WATER STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
321511565,BROOKLYN,55,WATER STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
421427566,QUEENS,495,BEACH 20 STREET,Far Rockaway-Bayswater
520290961,STATEN ISLAND,15,FROSINONE LANE,
520291041,STATEN ISLAND,12,FROSINONE LANE,
421390694,QUEENS,21-05,33RD STREET,Steinway
421392558,QUEENS,119-09,SUTPHIN BLVD.,Baisley Park
421436529,QUEENS,209,CROSSBAY BOULEVARD,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
220585953,BRONX,150,VAN CORTLANDT AVENUE EAST,Bedford Park-Fordham North
201200075,BRONX,1300,BOYNTON AVENUE,West Farms-Bronx River
123054728,MANHATTAN,813,MADISON AVENUE,Upper East Side-Carnegie Hill
421473079,QUEENS,221-60,92 AVENUE,Queens Village
421480917,QUEENS,115-31,MERRICK BOULEVARD,St. Albans
302574042,BROOKLYN,6302,AVENUE U,Georgetown-Marine Park-Bergen Beach-Mill Basin
321522394,BROOKLYN,200,KENT AV,North Side-South Side
321433579,BROOKLYN,28 A,LAWTON STREET,Bushwick South
421462045,QUEENS,32-11,60 STREET,Woodside
121276591,MANHATTAN,292,MADISON AVENUE,Murray Hill-Kips Bay
121226734,MANHATTAN,130,WILLIAM STREET,Battery Park City-Lower Manhattan
302573668,BROOKLYN,350,67 STREET,Bay Ridge
321583041,BROOKLYN,200,KENT AV,North Side-South Side
421460788,QUEENS,108-66,45 AVE,Corona
321193766,BROOKLYN,658,DRIGGS AVENUE,North Side-South Side
140645201,MANHATTAN,60,NORFOLK STREET,Lower East Side
123095471,MANHATTAN,28,LIBERTY STREET,Battery Park City-Lower Manhattan
123095471,MANHATTAN,28,LIBERTY STREET,Battery Park City-Lower Manhattan
123095471,MANHATTAN,28,LIBERTY STREET,Battery Park City-Lower Manhattan
421044872,QUEENS,46-11,QUEENS BOULEVARD,Hunters Point-Sunnyside-West Maspeth
121203893,MANHATTAN,185,GRAND STREET,SoHo-TriBeCa-Civic Center-Little Italy
140665493,MANHATTAN,170,2ND AVE,East Village
123325197,MANHATTAN,43,DIVISION STREET,Chinatown
121203919,MANHATTAN,460,MAIN STREET,Lenox Hill-Roosevelt Island
121191138,MANHATTAN,821,1ST AVENUE,Turtle Bay-East Midtown
121191138,MANHATTAN,821,1ST AVENUE,Turtle Bay-East Midtown
421488385,QUEENS,1954,FLUSHING AVENUE,Ridgewood
321523810,BROOKLYN,604,JOHNSON AVE,Bushwick North
123304263,MANHATTAN,99,TENTH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
540132462,STATEN ISLAND,536,IONIA AVENUE,Arden Heights
421532899,QUEENS,23-91,BELL BOULEVARD,Ft. Totten-Bay Terrace-Clearview
340529672,BROOKLYN,981,LORIMER STREET,Greenpoint
123353922,MANHATTAN,100,VAN DAM STREET,SoHo-TriBeCa-Civic Center-Little Italy
440425791,QUEENS,84-70,129TH STREET,Kew Gardens
421485645,QUEENS,31-27,THOMSON AVE,Hunters Point-Sunnyside-West Maspeth
321493282,BROOKLYN,185,MARCY AVENUE,Williamsburg
240198022,BRONX,35,DASH PLACE,North Riverdale-Fieldston-Riverdale
321651039,BROOKLYN,645,BEDFORD AVENUE,Williamsburg
421554008,QUEENS,17-16,WHITESTONE EXPRESSWAY,Whitestone
321657514,BROOKLYN,4218,12TH AVENUE,Borough Park
123142955,MANHATTAN,109,EAST 42ND STREET,Turtle Bay-East Midtown
123142937,MANHATTAN,109,EAST 42ND STREET,Turtle Bay-East Midtown
123141135,MANHATTAN,72,WEST 69TH STREET,Lincoln Square
123142321,MANHATTAN,111,EIGHTH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
302575693,BROOKLYN,125,STUYVESANT AVENUE,Stuyvesant Heights
220475661,BRONX,35,DASH PLACE,North Riverdale-Fieldston-Riverdale
321651039,BROOKLYN,645,BEDFORD AVENUE,Williamsburg
321657514,BROOKLYN,4218,12TH AVENUE,Borough Park
421569083,QUEENS,160-30,LIBERTY AVENUE,Jamaica
220623314,BRONX,600,EAST 156TH STREET,Melrose South-Mott Haven North
421517102,QUEENS,25-80,42ND STREET,Astoria
340551842,BROOKLYN,271,SEA BREEZE AVE,West Brighton
123256403,MANHATTAN,370,WEST 125TH STREET,Morningside Heights
421578251,QUEENS,23-81,21ST STREET,Steinway
140720469,MANHATTAN,217,WEST 57TH STREET,Midtown-Midtown South
121203893,MANHATTAN,185,GRAND STREET,SoHo-TriBeCa-Civic Center-Little Italy
500870863,STATEN ISLAND,15A,FAIRFIELD STREET,Great Kills
140725696,MANHATTAN,212,WEST 93RD STREET,Upper West Side
421584592,QUEENS,144-12,GRAVETT RD,Kew Gardens Hills
321651039,BROOKLYN,645,BEDFORD AVENUE,Williamsburg
123199653,MANHATTAN,60,NORFOLK STREET,Lower East Side
421515499,QUEENS,13-09,143 PLACE,Whitestone
220631476,BRONX,1318,FRANKLIN AVE,Morrisania-Melrose
220630770,BRONX,3134,MILES AVE,Schuylerville-Throgs Neck-Edgewater Park
140732358,MANHATTAN,225,WEST 23 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
302576665,BROOKLYN,1940,BENSON AVENUE,Bath Beach
123153041,MANHATTAN,2461,AMSTERDAM AVE,Washington Heights North
421044872,QUEENS,46-11,QUEENS BOULEVARD,Hunters Point-Sunnyside-West Maspeth
340582765,BROOKLYN,658,DRIGGS AVENUE,North Side-South Side
123175795,MANHATTAN,28,LIBERTY STREET,Battery Park City-Lower Manhattan
123175795,MANHATTAN,28,LIBERTY STREET,Battery Park City-Lower Manhattan
340585566,BROOKLYN,202,NORTH 8TH STREET,North Side-South Side
340585940,BROOKLYN,1989,CONEY ISLAND AVENUE,Homecrest
140743809,MANHATTAN,635,WEST 42ND STREET,Clinton
220619212,BRONX,617,EAST 140 STREET,Mott Haven-Port Morris
321736877,BROOKLYN,111,PARK PLACE,Prospect Heights
220633688,BRONX,2434,BRONX PARK EAST,Bronxdale
421601715,QUEENS,133-20,41ST ROAD,Flushing
321701477,BROOKLYN,1170,51 STREET,Borough Park
421609361,QUEENS,90-12,WHITNEY AVENUE,Elmhurst
321669654,BROOKLYN,975,MANHATTAN AVENUE,Greenpoint
123361913,MANHATTAN,146,WEST 92ND STREET,Upper West Side
123197539,MANHATTAN,75,BROADWAY,Battery Park City-Lower Manhattan
123130218,MANHATTAN,70,WEST 36TH STREET,Midtown-Midtown South
520334022,STATEN ISLAND,667,HUNTER AVENUE,Old Town-Dongan Hills-South Beach
421104593,QUEENS,171-05,137TH AVENUE,Springfield Gardens North
320912278,BROOKLYN,1251,EAST 32ND STREET,Flatlands
320911938,BROOKLYN,2524,ALBERMARLE ROAD,Erasmus
421567842,QUEENS,87-43,168 PLACE,Briarwood-Jamaica Hills
520332024,STATEN ISLAND,104,DONLEY AVENUE,Stapleton-Rosebank
520332033,STATEN ISLAND,106,DONLEY AVENUE,Stapleton-Rosebank
123501987,MANHATTAN,75,BROADWAY,Battery Park City-Lower Manhattan
123218641,MANHATTAN,40,EAST 52ND STREET,Midtown-Midtown South
421637768,QUEENS,101-28,91 STREET,Woodhaven
210178065,BRONX,1250,EAST 229 STREET,Eastchester-Edenwald-Baychester
520336155,STATEN ISLAND,730,BAY STREET,Stapleton-Rosebank
103650201,MANHATTAN,320,WEST 21ST STREET,Hudson Yards-Chelsea-Flatiron-Union Square
123397314,MANHATTAN,325,EAST 79 STREET,Yorkville
103650229,MANHATTAN,145,WEST 84 STREET,Upper West Side
321523810,BROOKLYN,604,JOHNSON AVE,Bushwick North
321788883,BROOKLYN,625,AVENUE K,Ocean Parkway South
321788776,BROOKLYN,1015,EAST 27 STREET,Midwood
421649871,QUEENS,70-40,45 AVENUE,Elmhurst-Maspeth
321701477,BROOKLYN,1170,51 STREET,Borough Park
520136031,STATEN ISLAND,829,FATHER CAPODANNO BOULEVARD,Old Town-Dongan Hills-South Beach
321383150,BROOKLYN,820,CLASSON AVENUE,Prospect Heights
123579608,MANHATTAN,229,CONVENT AVENUE,Manhattanville
210178243,BRONX,1819,SEDGWICK AVENUE,University Heights-Morris Heights
123584941,MANHATTAN,500,WEST 33RD STREET,Hudson Yards-Chelsea-Flatiron-Union Square
123461690,MANHATTAN,180,AMSTERDAM AVENUE,Lincoln Square
321753018,BROOKLYN,420,AVE P,Homecrest
123380867,MANHATTAN,505,WEST 43 STREET,Clinton
123380867,MANHATTAN,505,WEST 43 STREET,Clinton
123521536,MANHATTAN,299,PARK AVENUE,Turtle Bay-East Midtown
340623052,BROOKLYN,14,DUFFIELD STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
420664196,QUEENS,75-42,GRAND CENTRAL PARKWAY,Forest Hills
321383604,BROOKLYN,37,WILSON AVENUE,Bushwick North
123430199,MANHATTAN,300,WEST 122ND STREET,Central Harlem South
240232075,BRONX,1723,ZEREGA AVE,Westchester-Unionport
123552468,MANHATTAN,1675,BROADWAY,Midtown-Midtown South
123547313,MANHATTAN,1675,BROADWAY,Midtown-Midtown South
123552468,MANHATTAN,1675,BROADWAY,Midtown-Midtown South
201198122,BRONX,360,EAST 145 STREET,Mott Haven-Port Morris
123547876,MANHATTAN,415,EAST 52ND STREET,Turtle Bay-East Midtown
123547634,MANHATTAN,212,WEST 124 STREET,Central Harlem South
340628333,BROOKLYN,1056,MANHATTAN AVE,Greenpoint
421668635,QUEENS,43-07,NATIONAL STREET,North Corona
520136031,STATEN ISLAND,829,FATHER CAPODANNO BOULEVARD,Old Town-Dongan Hills-South Beach
321384195,BROOKLYN,1107,ROGERS AVENUE,Erasmus
123357223,MANHATTAN,745,7TH AVE,Midtown-Midtown South
240238603,BRONX,186,ST GEORGES CRESCENT,Bedford Park-Fordham North
421099830,QUEENS,85-15,143RD STREET,Briarwood-Jamaica Hills
321833398,BROOKLYN,129,TAAFFE PLACE,Bedford
220670735,BRONX,521,EAST 145TH STREET,Mott Haven-Port Morris
123451512,MANHATTAN,142,WEST 125TH STREET,Central Harlem South
123451497,MANHATTAN,144,WEST 125TH STREET,Central Harlem South
421675173,QUEENS,112-35,69TH AVENUE,Forest Hills
421695552,QUEENS,21-51,46TH STREET,Steinway
123491596,MANHATTAN,108,EAST 38TH STREET,Murray Hill-Kips Bay
321850546,BROOKLYN,1983,86 STREET,Bensonhurst West
220670744,BRONX,525,EAST 143 STREET,Mott Haven-Port Morris
220670959,BRONX,531,EAST 143 STREET,Mott Haven-Port Morris
321850546,BROOKLYN,1983,86 STREET,Bensonhurst West
220670897,BRONX,515,EAST 143 STREET,Mott Haven-Port Morris
220670753,BRONX,511,EAST 146 STREET,Mott Haven-Port Morris
321829385,BROOKLYN,200,KENT AV,North Side-South Side
